rank,url,title,abstract,body,lang_hint,author,journal,published_at,doi,quality_type,score_title,score_abstract,score_body,score_embed,score_bm25,score,cluster_id
11,https://example.org/cat_light_169?utm_campaign=campaignB,Effet de la lumière bleue sur l'activité nocturne féline,Nous analysons le rôle de la lumière sur la perception visuelle et comportementale du chat en utilisant des mesures comportementales et électrophysiologiques combinées.,"Le tapetum lucidum, structure multicouche située dans le fond de l'œil, fonctionne comme un miroir biologique. Composé de cellules contenant des cristaux de riboflavine et de zinc, il réfléchit sélectivement les longueurs d'onde entre 450 et 550 nm. Mesures spectrophotométriques: l'efficacité de réflexion atteint 90% dans le pic de sensibilité des bâtonnets. Cette adaptation double effectivement la probabilité qu'un photon soit capté. Effet secondaire: la diffusion lumineuse réduit légèrement l'acuité visuelle. Les chats voient donc moins net que les humains en plein jour (acuité: 20/100 vs 20/20), mais cette perte est négligeable dans leur niche écologique crépusculaire. Variations individuelles: la couleur du reflet (vert, jaune, orange) dépend de la composition exacte du tapetum et peut servir d'identification.",fr,J. Bernard,Physiologie Animale,2023-09-24,,normal,0.9378242492675781,0.9093887805938721,0.8858844637870789,0.9189056754112244,30.97717196089845,0.02152889707575409,5
12,http://example.com/cat_light_165?ref=cats,Comportement des chats au soleil,Une exposition prolongée à la lumière bleue modifie l'architecture du sommeil chez le chat. Les enregistrements polysomnographiques révèlent des perturbations significatives du sommeil paradoxal.,"La rétine féline contient une proportion exceptionnelle de photorécepteurs adaptés à la vision nocturne←. Les bâtonnets représentent 96% des photorécepteurs, contre 95% chez l'humain, mais avec une densité absolue bien supérieure←. Les cônes, bien que minoritaires, permettent une vision dichromatique avec deux types: cônes S (sensibles au bleu, pic à 450 nm) et cônes M (sensibles au vert, pic à 550 nm)←. L'absence de cônes L explique la perception limitée des rouges←. Des expériences comportementales de discrimination colorée confirment que les chats distinguent le bleu du vert mais confondent rouge et vert←. Cette configuration optimise la détection de mouvements en faible luminosité au détriment de la richesse chromatique←.",fr,A. Durand,Écologie Comportementale,2018-05-31,,normal,0.9253263473510742,0.8968819379806519,0.8851714730262756,0.9087620973587036,34.07209736465791,0.0210319104848736,-1
13,https://example.com/cat_light_10000/?utm_source=newsletter&utm_campaign=research&ref=cats&article_id=10000,Influence de la light sur le sommeil du cat,Nous analysons le rôle de la lumière sur la perception visuelle et comportementale du chat en utilisant des mesures comportementales et électrophysiologiques combinées.,"Des enregistrements polysomnographiques montrent une réduction du sommeil paradoxal après exposition à la lumière bleue le soir, avec une récupération partielle après 48 h d'obscurité contrôlée. Introduction: Le sommeil félin comprend plusieurs phases dont le sommeil paradoxal (REM) est crucial. Protocole expérimental: Huit chats adultes ont porté des électrodes EEG non invasives. Groupe contrôle: obscurité complète après 20h. Groupe test: exposition à lumière bleue (470nm, 100 lux) de 20h à 23h. Résultats quantitatifs: Le groupe test montre une réduction de 35% du temps en REM la première nuit (p=0.003), avec une latence d'endormissement augmentée de 25 minutes. L'analyse spectrale révèle une suppression des ondes thêta (4-8 Hz). Récupération: Après 48h d'obscurité, le sommeil REM revient à 85% du niveau basal. Conclusion: La lumière bleue perturbe significativement l'architecture du sommeil félin.",mixed,H. Simon,Sciences du Vivant,2019-12-24,10.1234/cats.2377.10000,multilingual,0.9413056373596191,0.9093887805938721,0.898388147354126,0.9231470823287964,24.31978598400782,0.018748072772124577,-1
14,https://www.example.com/cat_light_8?utm_source=direct&utm_medium=cpc&utm_campaign=testA,Sensibilité spectrale et perception colorée chez Felis catus,La lumière influence le cycle circadien et l'activité des chats domestiques. Cette recherche quantifie l'impact de différentes intensités lumineuses sur les patterns d'activité diurnes et nocturnes.,"La phototransduction féline s'adapte rapidement aux transitions clair-obscur. Nous observons une modulation du rythme circadien sous éclairage LED, notamment en présence de spectres bleus (≈470 nm). Contexte: L'éclairage artificiel moderne peut perturber les rythmes biologiques naturels des félins. Méthodologie: Dix chats ont été exposés à trois conditions lumineuses: lumière naturelle, LED blanc chaud (3000K), et LED blanc froid (6500K). Des prélèvements sanguins horaires ont quantifié la mélatonine. Observations: L'exposition aux LED froides retarde la sécrétion de mélatonine de 90 minutes en moyenne. Les enregistrements comportementaux montrent un décalage significatif des pics d'activité (p<0.001). Implications: Les propriétaires devraient privilégier un éclairage chaud le soir pour respecter le cycle naturel.",fr,P. Dubois,Physiologie Comportementale,2019-10-06,,normal,0.9072710275650024,0.9187241196632385,0.913911759853363,0.9120351076126099,29.674237835806796,0.017371033238080917,6
15,http://example.com/cat_light_160/?utm_source=social&utm_medium=cpc&utm_campaign=science,Adaptation ivsuelle du chat domestique aux environnements faiblementé clairés,L'influence de la lumière lunaire sur le comportement de chasse nocturne a été documentée par télémétrie GPS couplée à des capteurs d'accélération sur 30 chats semi-sauvages.,"Les yeux du chat, riches en bâtonnets, permettent une sensibilité accrue en faible lumière. Le tapetum lucidum réfléchit la lumière non absorbée. Les mesures actimétriques indiquent une augmentation de l'activité crépusculaire sous éclairage ambiant réduit. Introduction: La vision féline représente une adaptation remarquable aux environnements nocturnes. Matériel et méthodes: Nous avons suivi 25 chats domestiques (Felis catus) pendant 12 semaines avec des colliers actimétriques et des caméras infrarouges. Résultats: La densité de bâtonnets atteint 450,000 cellules/mm2 dans la zone centrale, soit 25 fois plus que chez l'humain. Le tapetum lucidum augmente la sensibilité d'un facteur 6 par réflexion des photons. Discussion: Ces adaptations expliquent pourquoi les chats sont particulièrement actifs au crépuscule et à l'aube.",fr,Q. Michel,Chronobiologie Appliquée,2023-01-24,,normal,0.906175971031189,0.895528256893158,0.9239258766174316,0.9065316319465637,34.8552424567332,0.021535007144315166,7
16,https://example.com/cat_light_65?utm_medium=referral,Cycles d'activité féline en fonction de la photoperiode,L'influence de la lumière lunaire sur le comportement de chasse nocturne a été documentée par télémétrie GPS couplée à des capteurs d'accélération sur 30 chats semi-sauvages.,"Le tapetum lucidum, structure multicouche située dans le fond de l'œil, fonctionne comme un miroir biologique. Composé de cellules contenant des cristaux de riboflavine et de zinc, il réfléchit sélectivement les longueurs d'onde entre 450 et 550 nm. Mesures spectrophotométriques: l'efficacité de réflexion atteint 90% dans le pic de sensibilité des bâtonnets. Cette adaptation double effectivement la probabilité qu'un photon soit capté. Effet secondaire: la diffusion lumineuse réduit légèrement l'acuité visuelle. Les chats voient donc moins net que les humains en plein jour (acuité: 20/100 vs 20/20), mais cette perte est négligeable dans leur niche écologique crépusculaire. Variations individuelles: la couleur du reflet (vert, jaune, orange) dépend de la composition exacte du tapetum et peut servir d'identification.",fr,I. Laurent,Recherche Vétérinaire,2023-12-14,,normal,0.8985419869422913,0.895528256893158,0.8858844637870789,0.8951063752174377,34.43413028838001,0.018774772268965997,8
17,https://www.example.com/cat_light_196/?utm_campaign=research,Influence de la lumière lunaire sur le comportement nocturne des chats,"L'exposition à l'éclairage artificiel nocturne perturbe la sécrétion de mélatonine chez le chat domestique, avec des conséquences potentielles sur la régulation du sommeil et le métabolisme énergétique.","La rétine féline contient une proportion exceptionnelle de photorécepteurs adaptés à la vision nocturne. Les bâtonnets représentent 96% des photorécepteurs, contre 95% chez l'humain, mais avec une densité absolue bien supérieure. Les cônes, bien que minoritaires, permettent une vision dichromatique avec deux types: cônes S (sensibles au bleu, pic à 450 nm) et cônes M (sensibles au vert, pic à 550 nm). L'absence de cônes L explique la perception limitée des rouges. Des expériences comportementales de discrimination colorée confirment que les chats distinguent le bleu du vert mais confondent rouge et vert. Cette configuration optimise la détection de mouvements en faible luminosité au détriment de la richesse chromatique.",fr,N. Lefèvre,Sciences Comportementales,2024-07-07,10.1234/cats.1190.196,normal,0.9507530331611633,0.9043600559234619,0.8852146863937378,0.9237275123596191,37.93256053561311,0.031099324975891997,0
18,https://example.com/cat_light_27/?utm_source=email&tracking=true,Comportement des chats au osleil,"L'exposition à l'éclairage artificiel nocturne perturbe la sécrétion de mélatonine chez le chat domestique, avec des conséquences potentielles sur la régulation du sommeil et le métabolisme énergétique.","La phototransduction féline s'adapte rapidement aux transitions clair-obscur. Nous observons une modulation du rythme circadien sous éclairage LED, notamment en présence de spectres bleus (≈470 nm). Contexte: L'éclairage artificiel moderne peut perturber les rythmes biologiques naturels des félins. Méthodologie: Dix chats ont été exposés à trois conditions lumineuses: lumière naturelle, LED blanc chaud (3000K), et LED blanc froid (6500K). Des prélèvements sanguins horaires ont quantifié la mélatonine. Observations: L'exposition aux LED froides retarde la sécrétion de mélatonine de 90 minutes en moyenne. Les enregistrements comportementaux montrent un décalage significatif des pics d'activité (p<0.001). Implications: Les propriétaires devraient privilégier un éclairage chaud le soir pour respecter le cycle naturel.",fr,N. Lefèvre,Écologie Comportementale,2021-11-05,,normal,0.9091050624847412,0.9043600559234619,0.913911759853363,0.9086429476737976,32.274819623204486,0.019440406976744186,0
19,https://example.com/cat_light_107?utm_medium=referral,Rythme circadien et exposition lumineuse chez Felis catus,"Les chats présentent une sensibilité spectrale maximale autour de 500 nm, avec une vision dichromatique limitée. Nous explorons comment cette perception colorée influence le comportement de chasse.","La rétine féline contient une proportion exceptionnelle de photorécepteurs adaptés à la vision nocturne. Les bâtonnets représentent 96% des photorécepteurs, contre 95% chez l'humain, mais avec une densité absolue bien supérieure. Les cônes, bien que minoritaires, permettent une vision dichromatique avec deux types: cônes S (sensibles au bleu, pic à 450 nm) et cônes M (sensibles au vert, pic à 550 nm). L'absence de cônes L explique la perception limitée des rouges. Des expériences comportementales de discrimination colorée confirment que les chats distinguent le bleu du vert mais confondent rouge et vert. Cette configuration optimise la détection de mouvements en faible luminosité au détriment de la richesse chromatique.",fr,W. Lefebvre,Animaux de Compagnie,2022-07-10,,normal,0.920880913734436,0.909435510635376,0.8852146863937378,0.9103140830993652,33.24076555236023,0.020974576271186443,-1
20,https://example.org/cat_light_115?utm_source=referral&ref=cats,Impact de l'éclairage artificiel sur el bien-être du chat,La lumière influence le cycle circadien et l'activité des chats domestiques. Cette recherche quantifie l'impact de différentes intensités lumineuses sur les patterns d'activité diurnes et nocturnes.,"La phototransduction féline s'adapte rapidement aux transitions clair-obscur. Nous observons une modulation du rythme circadien sous éclairage LED, notamment en présence de spectres bleus (≈470 nm). Contexte: L'éclairage artificiel moderne peut perturber les rythmes biologiques naturels des félins. Méthodologie: Dix chats ont été exposés à trois conditions lumineuses: lumière naturelle, LED blanc chaud (3000K), et LED blanc froid (6500K). Des prélèvements sanguins horaires ont quantifié la mélatonine. Observations: L'exposition aux LED froides retarde la sécrétion de mélatonine de 90 minutes en moyenne. Les enregistrements comportementaux montrent un décalage significatif des pics d'activité (p<0.001). Implications: Les propriétaires devraient privilégier un éclairage chaud le soir pour respecter le cycle naturel.",fr,L. Dubois,Biologie Cellulaire,2024-10-12,,normal,0.9333623051643372,0.9187241196632385,0.913911759853363,0.9250807166099548,32.0535388035199,0.02674825174825175,5
21,https://www.example.com/cat_light_10008/?utm_source=referral&utm_campaign=science&tracking=true,Modulation de l'activité féline par l'intensité lumineuse,L'influence de la lumière lunaire sur le comportement de chasse nocturne a été documentée par télémétrie GPS couplée à des capteurs d'accélération sur 30 chats semi-sauvages.,"Les yeux du cat, riches en bâtonnets, permettent une sensibilité accrue en faible light. Le tapetum lucidum réfléchit la lumière non absorbée. Les mesures actimétriques indiquent une augmentation de l'activité crépusculaire sous éclairage ambiant réduit. Introduction: La vision féline représente une adaptation remarquable aux environnements nocturnes. Matériel et méthodes: Nous avons suivi 25 cats domestiques (Felis catus) pendant 12 semaines avec des colliers actimétriques et des caméras infrarouges. Résultats: La densité de bâtonnets atteint 450,000 cellules/mm2 dans la zone centrale, soit 25 fois plus que chez l'humain. Le tapetum lucidum augmente la sensibilité d'un facteur 6 par réflexion des photons. Discussion: Ces adaptations expliquent pourquoi les chats sont particulièrement actifs au crépuscule et à l'aube.",mixed,Q. Michel,Biologie & Éclairage,2024-09-18,,multilingual,0.9286065101623535,0.895528256893158,0.9224439859390259,0.9174505472183228,36.61323793674604,0.027623285131627734,3
22,https://example.org/cat_light_112?utm_source=search&utm_medium=organic&tracking=true,Comportement des chats au soleil,"Cette étude explore la façon dont les chats réagissent aux variations de lumière dans leur environnement, en analysant leurs préférences comportementales et leurs adaptations physiologiques.","La phototransduction féline s'adapte rapidement aux transitions clair-obscur. Nous observons une modulation du rythme circadien sous éclairage LED, notamment en présence de spectres bleus (≈470 nm). Contexte: L'éclairage artificiel moderne peut perturber les rythmes biologiques naturels des félins. Méthodologie: Dix chats ont été exposés à trois conditions lumineuses: lumière naturelle, LED blanc chaud (3000K), et LED blanc froid (6500K). Des prélèvements sanguins horaires ont quantifié la mélatonine. Observations: L'exposition aux LED froides retarde la sécrétion de mélatonine de 90 minutes en moyenne. Les enregistrements comportementaux montrent un décalage significatif des pics d'activité (p<0.001). Implications: Les propriétaires devraient privilégier un éclairage chaud le soir pour respecter le cycle naturel.",fr,N. Roux,Journal Français de Neurosciences,2024-06-26,10.1234/cats.6632.112,normal,0.9253263473510742,0.9133204221725464,0.913911759853363,0.9194416403770447,28.406394531137153,0.018476115278326096,5
23,https://example.org/cat_light_2031/?utm_source=search&utm_medium=cpc&utm_campaign=testA&ref=cats,Effet de la éclairage blue sur l'activité sombre féline,Nous analysons le rôle de la luminosité sur la perception visuelle et comportementale du chat en utilisant des mesures comportemetnales et électrophysiologiques combinées.,"Le tapetum lucidum, structure multicouche située dans le fond de l'œil, fonctionne comme un miroir biologique. Composé de cellules contenant des cristaux de riboflavine et de zinc, il réfléchit sélectivement les longueurs d'onde entre 450 et 550 nm. Mesures spectrophotométriques: l'efficacité de réflexion atteint 90% dans le pic de sensibilité des bâtonnets. Cette adaptation double effectivement la probabilité qu'un photon soit capté. Effet secondaire: la diffusion lumineuse réduit légèrement l'acuité visuelle. Les chats voient donc moins net que les humains en plein jour (acuité: 20/100 vs 20/20), mais cette perte est négligeable dans leur niche écologique crépusculaire. Variations individuelles: la couleur du reflet (vert, jaune, orange) dépend de la composition exacte du tapetum et peut servir d'identification.",fr,J. Bernard,Physiologie Animale,2023-09-24,,near_duplicate,0.924829363822937,0.910290002822876,0.8858844637870789,0.912678599357605,29.22377581374323,0.017216117216117217,1
24,https://www.example.com/cat_light_71?utm_source=direct,Comportement des chats au soleil,La lumière influence le cycle circadien et l'activité des chats domestiques. Cette recherche quantifie l'impact de différentes intensités lumineuses sur les patterns d'activité diurnes et nocturnes.,"La phototransduction féline s'adapte rapidement aux transitions clair-obscur. Nous observons une modulation du rythme circadien sous éclairage LED, notamment en présence de spectres bleus (≈470 nm). Contexte: L'éclairage artificiel moderne peut perturber les rythmes biologiques naturels des félins. Méthodologie: Dix chats ont été exposés à trois conditions lumineuses: lumière naturelle, LED blanc chaud (3000K), et LED blanc froid (6500K). Des prélèvements sanguins horaires ont quantifié la mélatonine. Observations: L'exposition aux LED froides retarde la sécrétion de mélatonine de 90 minutes en moyenne. Les enregistrements comportementaux montrent un décalage significatif des pics d'activité (p devraient privilégier un éclairage chaud le soir pour respecter le cycle naturel.",fr,C. Michel,Vision et Perception,2021-02-14,,normal,0.9253263473510742,0.9187241196632385,0.9119072556495667,0.9206618666648865,34.99866470622853,0.027692895339954164,-1
